year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,school_status,lowest_grade_offered,highest_grade_offered,elem_cedp,middle_cedp,high_cedp,enrollment,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,magnet,shared_time,virtual,lunch_program,teachers_fte,gleaid,school_id,geo_longitude,geo_latitude,leaid,geocode_accuracy,geocode_accuracy_detailed,state_leaid,state_fips_geo,seasch,county_fips_geo,street_mailing,puma,city_mailing,tract,state_mailing,block_group,zip_mailing,geoid_block,street_location,census_region,city_location,census_division,csa,zip_location,cbsa,phone,cbsa_name,fips,cbsa_type,latitude,cbsa_city,longitude,place_fips,geoid_place,place_name,urban_centric_locale,class_code,county_code,upper_chamber,congress_district_id,state_leg_district_upper,state_leg_district_lower,upper_chamber_name,lower_chamber,lower_chamber_name,lower_chamber_type,teachers_fte_crdc,teachers_certified_fte,teachers_uncertified_fte,teachers_first_year_fte,teachers_second_year_fte,teachers_current_sy,teachers_previous_sy,instructional_aides_fte,teachers_absent_fte,support_fte,counselors_fte,administration_fte,social_workers_fte,psychologists_fte,nurses_fte,law_enforcement_fte,security_guard_fte,law_enforcement_ind,salaries_teachers,salaries_total,salaries_instruc_staff,salaries_instructional_aides,salaries_support,salaries_administration,expenditures_nonpersonnel
mixed - most recent,"272124004188","MPS Online 6-12","MN","Minneapolis Public School District","High","Regular school","No","Open","6","12","No","Yes","Yes","320","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","Yes","No","19","21240","2704188","-93.296809","44.999508","2721240","Not applicable","Point address","MN-030001","Minnesota","030001-030001415","27053","1250 WEST BROADWAY AVE","01301","MINNEAPOLIS","102100","MN","1","55411","270531021001","1250 WEST BROADWAY AVE","Midwest","MINNEAPOLIS","West north central","378","55411","33460","(612)668-0726","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.999508","Yes","-93.296809","43000","2743000","Minneapolis city","City, large","Minor civil division equivalent (incorporated)","27053","27058","2705","27059","2759A","State Senate District 58","2758B","State House District 58B","State house district","7.000","7.500","0.000","0.000","0.600","8.000","4.000","1.000","2.000","0.800","0.800","0.000","0.000","0.000","0.000","0.000","0.000","No","568068","675795.062","","36717.328","71009.219","-2.000","52886.000"
mixed - most recent,"272124005520","MPS Online K-5","MN","Minneapolis Public School District","Primary","Regular school","No","Open","Kindergarten","5","Yes","No","No","121","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Yes","No","14","21240","2705520","-93.296809","44.999508","2721240","Not applicable","","MN-030001","Minnesota","030001-030001421","27053","1250 WEST BROADWAY AVE","01301","MINNEAPOLIS","102100","MN","1","55411","270531021001","1250 WEST BROADWAY AVE","Midwest","MINNEAPOLIS","West north central","378","55411","33460","(612)668-0726","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.999508","Yes","-93.296809","43000","2743000","Minneapolis city","City, large","Minor civil division equivalent (incorporated)","27053","27058","2705","27059","2759A","State Senate District 58","2758B","State House District 58B","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"270007305111","MSED Birth to 3","MN","Mid-State Education District","Prekindergarten","Special education school","No","Open","Pre-K","Pre-K","Yes","No","No","15","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","No","1","18240","2705111","-94.332166","45.98954","2700073","Not applicable","","MN-616979","Minnesota","616979-616979060","27097","15770 18TH STREET NE","00600","LITTLE FALLS","780300","MN","5","56345","270977803005","15770 18TH STREET NE","Midwest","LITTLE FALLS","West north central","Not applicable","56345","Not applicable","(320)631-2500","","Minnesota","","45.98954","No","-94.332166","37556","2737556","Little Falls city","Rural, fringe","Minor civil division equivalent (incorporated)","27097","27012","2708","27009","2709B","State Senate District 12","2712B","State House District 12B","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"270007304864","MSED PAES Lab","MN","Mid-State Education District","High","Special education school","No","Open","9","12","No","No","Yes","0","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","No","","18240","2704864","-94.332166","45.98954","2700073","Not applicable","Street address","MN-616979","Minnesota","616979-616979050","27097","15770 18TH STREET NE","00600","LITTLE FALLS","780300","MN","5","56345","270977803005","15770 18TH STREET NE","Midwest","LITTLE FALLS","West north central","Not applicable","56345","Not applicable","(320)631-2500","","Minnesota","","45.98954","No","-94.332166","37556","2737556","Little Falls city","Rural, fringe","Minor civil division equivalent (incorporated)","27097","27012","2708","27009","2709B","State Senate District 12","2712B","State House District 12B","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"270011703262","MTS HIGH SCHOOL","MN","Minnesota Transitions Charter Sch","High","Regular school","Yes","Open","7","12","No","Yes","Yes","176","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","15","21240","2703262","-93.237587","44.950685","2700117","Not applicable","Point address","MN-074017","Minnesota","074017-074017012","27053","2872 26TH AVENUE S.","01303","MINNEAPOLIS","107400","MN","1","55406","270531074001","2872 26TH AVE S","Midwest","MINNEAPOLIS","West north central","378","55406","33460","(612)722-9013","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.950685","Yes","-93.237587","43000","2743000","Minneapolis city","City, large","Minor civil division equivalent (incorporated)","27053","27062","2705","27063","2763A","State Senate District 62","2762A","State House District 62A","State house district","22.000","22.000","0.000","3.000","1.000","18.000","12.000","17.000","5.000","0.000","1.000","2.000","1.000","0.000","0.000","0.000","0.000","No","902258","1621307.000","600000","497812.000","-2.000","221237.000","3364225.000"
mixed - most recent,"270011703336","MTS PEASE ACADEMY","MN","Minnesota Transitions Charter Sch","High","Regular school","Yes","Open","9","12","No","No","Yes","18","","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","No","Yes under the Community Eligibility Provision (CEP)","2","21240","2703336","-93.235826","44.983342","2700117","Not applicable","Point address","MN-074017","Minnesota","074017-074017016","27053","2872 26TH AVE S","01301","MINNEAPOLIS","103900","MN","1","55406","270531039001","601 13TH AVE SE","Midwest","MINNEAPOLIS","West north central","378","55414","33460","(612)378-1377","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.983342","Yes","-93.235826","43000","2743000","Minneapolis city","City, large","Minor civil division equivalent (incorporated)","27053","27059","2705","27060","2760B","State Senate District 59","2759B","State House District 59B","State house district","3.000","3.500","0.000","0.000","0.000","3.000","3.000","1.000","0.000","2.000","0.000","1.000","1.000","0.000","0.000","0.000","0.000","No","160391","372151.000","145000","28878.000","104137.000","78745.000","146467.000"
mixed - most recent,"271712001890","MURDOCK ELEMENTARY","MN","KERKHOVEN-MURDOCK-SUNBURG","Primary","Regular school","No","Open","Pre-K","6","Yes","No","No","437","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","34","17120","2701890","-95.392369","45.226225","2717120","Not applicable","Point address","MN-010775","Minnesota","010775-010775030","27151","BOX 46 408 HOLLIS","00700","MURDOCK","960100","MN","2","56271","271519601002","408 HOLLIS ST N","Midwest","MURDOCK","West north central","Not applicable","56271","Not applicable","(320)875-2441","","Minnesota","","45.226225","No","-95.392369","44818","2744818","Murdock city","Rural, remote","Minor civil division equivalent (incorporated)","27151","27020","2707","27017","2717A","State Senate District 20","2720A","State House District 20A","State house district","28.000","28.000","0.000","5.800","3.500","28.000","22.000","10.000","11.400","2.000","0.000","3.000","0.500","0.000","0.500","0.000","0.000","No","1705267","2096701.625","1174460","179553.734","79282.391","132597.719","90952.000"
mixed - most recent,"270009001448","MURRAY CO. CENTRAL ELEMENTARY","MN","Murray County Central Schools","Primary","Regular school","No","Open","Pre-K","6","Yes","No","No","386","","School is eligible for Title I Targeted Assistance (TAS) and provides TAS program","Yes","","No","No","No","Yes participating without using any Provision or the CEP","31","00090","2701448","-95.765025","43.987391","2700090","Not applicable","Point address","MN-012169","Minnesota","012169-012169010","27101","2640 FOREST AVE","02500","SLAYTON","900300","MN","2","56172","271019003002","2640 FOREST AVE","Midwest","SLAYTON","West north central","Not applicable","56172","Not applicable","(507)836-6450","","Minnesota","","43.987391","No","-95.765025","60808","2760808","Slayton city","Rural, remote","Minor civil division equivalent (incorporated)","27101","27022","2707","27022","2722A","State Senate District 22","2722A","State House District 22A","State house district","30.000","30.000","0.000","1.000","1.000","30.000","29.000","16.000","7.000","4.900","0.000","1.000","0.500","0.500","0.500","0.000","0.000","No","1406477","2005117.000","1652250","307573.000","202667.000","88400.000","317689.000"
mixed - most recent,"270008605454","Murray County Central Credit Recov","MN","Region 6 and 8-SW/WC Service Coop","Missing/not reported","Other/alternative school","No","Closed","9","12","No","No","Yes","0","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","Yes","No","No","","00090","2705454","-95.757187","43.98495","2700086","Not applicable","","MN-830991","Minnesota","830991-830991073","27101","2420 28TH STREET","02500","SLAYTON","900300","MN","2","56172","271019003002","2420 28TH STREET","Midwest","SLAYTON","West north central","Not applicable","56172","Not applicable","(507)836-6184","","Minnesota","","43.98495","No","-95.757187","60808","2760808","Slayton city","Rural, remote","Minor civil division equivalent (incorporated)","27101","27022","2707","27022","2722A","State Senate District 22","2722A","State House District 22A","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"270009001449","MURRAY COUNTY CENTRAL SECONDARY","MN","Murray County Central Schools","High","Regular school","No","Open","7","12","No","Yes","Yes","335","","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","No","Yes participating without using any Provision or the CEP","18","00090","2701449","-95.757187","43.98495","2700090","Not applicable","Point address","MN-012169","Minnesota","012169-012169020","27101","2420 28TH ST","02500","SLAYTON","900300","MN","2","56172","271019003002","2420 28TH ST","Midwest","SLAYTON","West north central","Not applicable","56172","Not applicable","(507)836-6184","","Minnesota","","43.98495","No","-95.757187","60808","2760808","Slayton city","Rural, remote","Minor civil division equivalent (incorporated)","27101","27022","2707","27022","2722A","State Senate District 22","2722A","State House District 22A","State house district","27.000","26.500","1.000","2.000","1.000","27.000","27.000","7.000","7.000","3.500","1.000","1.000","0.500","0.500","0.500","0.000","0.000","No","1252859","1607780.000","1248486","143033.000","129488.000","82400.000","490214.000"
mixed - most recent,"273384001969","MURRAY MIDDLE SCHOOL","MN","Saint Paul Public Schools","Middle","Regular school","No","Open","6","8","No","Yes","No","538","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","33","33840","2701969","-93.193204","44.984539","2733840","Not applicable","Point address","MN-010625","Minnesota","010625-010625342","27123","2200 BUFORD AVE","01501","SAINT PAUL","30100","MN","1","55108","271230301001","2200 BUFORD AVE","Midwest","SAINT PAUL","West north central","378","55108","33460","(651)293-8740","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.984539","Yes","-93.193204","58000","2758000","St. Paul city","City, large","Minor civil division equivalent (incorporated)","27123","27066","2704","27066","2766A","State Senate District 66","2766B","State House District 66B","State house district","43.000","43.700","0.000","2.000","1.000","46.000","38.000","10.690","14.200","2.000","2.000","2.500","2.000","0.330","1.000","0.000","0.000","No","2282354","3249995.250","3134776","88943.969","491553.156","387143.312","207083.000"
mixed - most recent,"271104000479","MYERS-WILKINS ELEMENTARY","MN","DULUTH PUBLIC SCHOOL DISTRICT","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","341","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","42","11040","2700479","-92.100391","46.801734","2711040","Not applicable","Point address","MN-010709","Minnesota","010709-010709540","27137","1027 N 8TH AVE E","00400","DULUTH","900","MN","3","55805","271370009003","1027 N 8TH AVE E","Midwest","DULUTH","West north central","Not applicable","55805","20260","(218)336-8860","Duluth, MN-WI","Minnesota","Metropolitan statistical area","46.801734","Yes","-92.100391","17000","2717000","Duluth city","City, small","Minor civil division equivalent (incorporated)","27137","27007","2708","27007","2707A","State Senate District 7","2707A","State House District 7A","State house district","40.000","40.000","0.500","0.500","7.000","43.000","42.000","3.000","3.000","4.500","0.000","1.000","2.000","1.200","0.000","0.000","0.000","No","1079513","1710383.250","1234369","191817.594","319611.219","119441.422","204908.000"
mixed - most recent,"273009001561","N.E. REGIONAL CORRECTION CNTR.","MN","PROCTOR PUBLIC SCHOOL DISTRICT","High","Other/alternative school","No","Open","8","12","No","Yes","Yes","3","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","No","","30090","2701561","-92.329837","46.916666","2730090","Not applicable","Postal code","MN-010704","Minnesota","010704-010704900","27137","6102 ABRAMSON RD","00400","SAGINAW","11100","MN","2","55779","271370111002","6102 ABRAMSON RD","Midwest","SAGINAW","West north central","Not applicable","55779","20260","(218)729-8673","Duluth, MN-WI","Minnesota","Metropolitan statistical area","46.916666","","-92.329837","","","","Rural, fringe","","27137","27005","2708","27006","2706B","State Senate District 5","2705B","State House District 5B","State house district","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","No","Not applicable","0.000","","-2.000","-2.000","-2.000","0.000"
mixed - most recent,"270037804635","NASHA SHKOLA CHARTER SCHOOL","MN","NASHA SHKOLA CHARTER SCHOOL","Primary","Regular school","Yes","Open","Kindergarten","8","Yes","Yes","No","119","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","10","25200","2704635","-93.367563","45.108411","2700378","Not applicable","Point address","MN-074208","Minnesota","074208-074208010","27053","2225 ZENITH AVENUE NORTH","01402","GOLDEN VALLEY","26816","MN","4","55422","270530268164","2225 ZENITH AVENUE NORTH","Midwest","GOLDEN VALLEY","West north central","378","55422","33460","(763)496-5550","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.001169","No","-93.322246","7966","2707966","Brooklyn Park city","Suburb, large","Minor civil division equivalent (incorporated)","27053","27046","2705","27045","2745B","State Senate District 46","2746A","State House District 46A","State house district","12.000","12.000","0.000","0.000","1.000","13.000","10.000","2.500","0.000","1.000","0.000","2.000","0.000","0.000","0.000","0.000","0.000","No","434542","517936.000","357000","18589.000","19500.000","27764.000","600044.000"
mixed - most recent,"272331001138","NASHWAUK SECONDARY","MN","NASHWAUK-KEEWATIN SCHOOL DISTRICT","High","Regular school","No","Open","7","12","No","Yes","Yes","249","","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","16","23310","2701138","-93.166524","47.375605","2723310","Not applicable","Street address","MN-010319","Minnesota","010319-010319050","27061","400 2ND ST","00300","NASHWAUK","480500","MN","2","55769","270614805002","400 2ND ST","Midwest","NASHWAUK","West north central","Not applicable","55769","24330","(218)885-1280","","Minnesota","","47.375605","No","-93.166524","44980","2744980","Nashwauk city","Rural, distant","Governmentally active (incorporated)","27061","27003","2708","27006","2706A","State Senate District 3","2703A","State House District 3A","State house district","44.000","41.000","3.000","2.000","19.000","20.000","16.000","7.000","5.000","6.000","1.000","1.000","0.000","0.500","0.500","0.000","0.000","No","1302752","170428496.000","2800000","174052.000","136403.000","91078.000","103053.000"
mixed - most recent,"272331003702","NASHWAUK-KEEWATIN ALP","MN","NASHWAUK-KEEWATIN SCHOOL DISTRICT","High","Other/alternative school","No","Open","9","12","No","No","Yes","16","","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","Yes","No","No","0","09480","2703702","-93.298945","47.320237","2723310","Not applicable","Street address","MN-010319","Minnesota","010319-010319070","27061","400 2ND ST","00300","NASHWAUK","481000","MN","1","55769","270614810001","201 KATE ST","Midwest","MARBLE","West north central","Not applicable","55764","24330","(218)885-1280","","Minnesota","","47.320237","No","-93.298945","40418","2740418","Marble city","Rural, distant","Governmentally active (incorporated)","27061","27003","2708","27006","2706A","State Senate District 3","2703A","State House District 3A","State house district","1.000","1.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","8.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000","No","42022","42022.000","20000","0.000","0.000","91078.000","0.000"
mixed - most recent,"270027503580","NAYTAHWAUSH COMMUNITY SCHOOL","MN","NAYTAHWAUSH COMMUNITY SCHOOL","Primary","Regular school","Yes","Open","Kindergarten","6","Yes","No","No","136","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","20","18660","2703580","-95.627088","47.262311","2700275","Not applicable","Street address","MN-074155","Minnesota","074155-074155010","27087","PO BOX 9","00200","NAYTAHWAUSH","940300","MN","1","56566","270879403001","242 CHURCH ST","Midwest","NAYTAHWAUSH","West north central","Not applicable","56566","Not applicable","(218)935-5025","","Minnesota","","47.262311","No","-95.627088","45052","2745052","Naytahwaush CDP","Rural, remote","Census-designated place","27087","27002","2707","27002","2702B","State Senate District 2","2702A","State House District 2A","State house district","14.000","14.000","0.000","1.000","2.000","14.000","14.000","11.000","7.000","3.000","1.000","3.000","0.000","0.000","0.000","0.000","0.000","No","687536","1186291.875","755776","206540.766","119442.500","172772.516","99354.000"
mixed - most recent,"270041012730","NCS Online Program","MN","New Century School","High","Regular school","Yes","Added","6","12","No","Yes","Yes","0","","","","","","No","Yes","No","","","2712730","","","2700410","","","MN-074240","","074240-074240040","","1380 ENERGY LANE STE 108","","SAINT PAUL","","MN","","55108","","1380 ENERGY LANE STE 108","","SAINT PAUL","","378","55108","33460","(651)478-4535","","Minnesota","","44.969689","","-93.159328","","","","City, large","","27123","","2704","27066","2766B","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"270226404984","NE Metro North","MN","NORTHEAST METRO 916","High","Other/alternative school","No","Open","9","12","No","No","Yes","1","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","Yes","No","No","0","23850","2704984","-92.998469","45.014858","2702264","Not applicable","Point address","MN-060916","Minnesota","060916-060916263","27123","2735 COUNTY ROAD D","01602","WHITE BEAR LAKE","42601","MN","3","55110","271230426013","2416 11TH AVE","Midwest","NORTH SAINT PAUL","West north central","378","55109","33460","(651)415-5609","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.014858","No","-92.998469","47221","2747221","North St. Paul city","Suburb, large","Minor civil division equivalent (incorporated)","27123","27055","2704","27043","2743B","State Senate District 55","2755A","State House District 55A","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"270226405031","NE Metro Tartan","MN","NORTHEAST METRO 916","High","Other/alternative school","No","Open","9","12","No","No","Yes","0","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","Yes","No","No","","23850","2705031","-92.971438","44.960415","2702264","Not applicable","Point address","MN-060916","Minnesota","060916-060916363","27163","2735 COUNTY RD D","01700","WHITE BEAR LAKE","70910","MN","2","55110","271630709102","828 GREENWAY AVE N","Midwest","OAKDALE","West north central","378","55128","33460","(651)415-5609","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.960415","No","-92.971438","47680","2747680","Oakdale city","Suburb, large","Minor civil division equivalent (incorporated)","27163","27055","2704","27053","2753A","State Senate District 55","2755B","State House District 55B","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"270002504381","NECA Independent Study","MN","Intermediate School District 287","High","Other/alternative school","No","Open","7","12","No","Yes","Yes","1","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","Yes","No","No","0","31780","2704381","-93.386604","45.053694","2700025","Not applicable","Point address","MN-060287","Minnesota","060287-060287619","27053","5530 ZEALAND AVE N","01403","NEW HOPE","21502","MN","2","55428","270530215022","5530 ZEALAND AVE N","Midwest","NEW HOPE","West north central","378","55428","33460","(763)550-7226","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.053694","No","-93.386604","45628","2745628","New Hope city","Suburb, large","Minor civil division equivalent (incorporated)","27053","27045","2705","27045","2745A","State Senate District 45","2745A","State House District 45A","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"273178001327","NEILL ELEMENTARY","MN","ROBBINSDALE PUBLIC SCHOOL DISTRICT","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","361","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","32","31780","2701327","-93.363889","45.008239","2731780","Not applicable","Point address","MN-010281","Minnesota","010281-010281011","27053","6600 MEDICINE LAKE RD","01403","CRYSTAL","21002","MN","1","55427","270530210021","6600 MEDICINE LAKE RD","Midwest","CRYSTAL","West north central","378","55427","33460","(763)504-7400","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.008239","No","-93.363889","14158","2714158","Crystal city","Suburb, large","Minor civil division equivalent (incorporated)","27053","27045","2705","27045","2745B","State Senate District 45","2745B","State House District 45B","State house district","40.000","40.050","0.000","0.000","1.000","50.000","42.000","10.540","20.700","43.390","0.000","2.000","1.500","0.700","0.500","0.000","0.000","No","2224115","3549216.750","2102596","123843.898","977686.750","223571.000","277917.000"
mixed - most recent,"270046605296","Nelle Shean Elementary","MN","Rock Ridge Public Schools","Missing/not reported","Regular school","No","Closed","5","6","Yes","No","Yes","139","","School is eligible for Title I Targeted Assistance (TAS) and provides TAS program","Yes","","No","No","No","No","7","00466","2705296","-92.47076","47.487728","2700466","Not applicable","","MN-012909","Minnesota","012909-012909020","27137","411 S 5TH AVE","00400","VIRGINIA","13500","MN","2","55792","271370135002","101 S SUMMIT","Midwest","GILBERT","West north central","Not applicable","55741","20260","(218)744-7773","Duluth, MN-WI","Minnesota","Metropolitan statistical area","47.487728","No","-92.47076","23714","2723714","Gilbert city","Rural, fringe","Minor civil division equivalent (incorporated)","27137","27005","2708","27006","2706B","State Senate District 5","2705A","State House District 5A","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"272124002699","NELLIE STONE JOHNSON ELEMENTARY","MN","Minneapolis Public School District","Primary","Regular school","No","Open","Pre-K","5","Yes","Yes","No","201","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","20","21240","2702699","-93.290025","45.007165","2721240","Not applicable","Point address","MN-030001","Minnesota","030001-030001288","27053","807 27TH AVE N","01301","MINNEAPOLIS","101600","MN","3","55411","270531016003","807 27TH AVE N","Midwest","MINNEAPOLIS","West north central","378","55411","33460","(612)668-2930","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.007165","Yes","-93.290025","43000","2743000","Minneapolis city","City, large","Minor civil division equivalent (incorporated)","27053","27058","2705","27059","2759A","State Senate District 58","2758B","State House District 58B","State house district","50.000","50.600","0.000","4.000","4.000","51.000","42.000","17.110","21.000","6.360","0.000","2.000","2.800","0.000","0.000","0.000","0.000","No","3040230","4278955.500","3376875","453207.875","533789.625","251727.203","135087.000"
mixed - most recent,"270017903047","NERSTRAND CHARTER SCHOOL","MN","NERSTRAND CHARTER SCHOOL","Primary","Regular school","Yes","Open","Kindergarten","5","Yes","No","No","101","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","10","11760","2703047","-93.068755","44.339406","2700179","Not applicable","Point address","MN-074055","Minnesota","074055-074055010","27131","PO BOX 156","02100","NERSTRAND","70400","MN","2","55053","271310704002","205 S 2ND ST","Midwest","NERSTRAND","West north central","378","55053","22060","(507)333-6850","Faribault-Northfield, MN","Minnesota","Micropolitan statistical area","44.339406","No","-93.068755","45196","2745196","Nerstrand city","Rural, distant","Minor civil division equivalent (incorporated)","27131","27025","2702","27024","2724B","State Senate District 25","2725B","State House District 25B","State house district","9.000","9.250","0.000","0.000","0.000","9.000","9.000","13.250","0.000","1.000","0.000","1.000","0.000","0.500","0.000","0.000","0.000","No","437585","787563.000","716597","229044.000","47676.000","73258.000","642811.000"
mixed - most recent,"272295003494","NETS","MN","MOUNDS VIEW PUBLIC SCHOOL DISTRICT","High","Other/alternative school","No","Open","5","12","No","Yes","Yes","7","","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","1","22950","2703494","-93.146266","45.047346","2722950","Not applicable","Point address","MN-010621","Minnesota","010621-010621041","27123","3490 LEXINGTON AVE N STE 115","01601","SHOREVIEW","40704","MN","1","55126","271230407041","3490 LEXINGTON AVE N STE 115","Midwest","SHOREVIEW","West north central","378","55126","33460","(651)486-3808","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.047346","No","-93.146266","59998","2759998","Shoreview city","Suburb, large","Minor civil division equivalent (incorporated)","27123","27054","2704","27042","2742B","State Senate District 54","2754B","State House District 54B","State house district","1.000","1.500","0.000","0.000","0.000","2.000","2.000","0.700","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","No","Not applicable","0.000","34078","0.000","-2.000","-2.000","0.000"
mixed - most recent,"273372001508","NETT LAKE ELEMENTARY","MN","NETT LAKE PUBLIC SCHOOL DISTRICT","Primary","Regular school","No","Open","Pre-K","6","Yes","No","No","48","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","6","33720","2701508","-93.095592","48.109661","2733720","Not applicable","Street address","MN-010707","Minnesota","010707-010707001","27137","13090 WESTLEY RD","00400","ORR","15500","MN","1","55772","271370155001","13090 WESTLEY RD","Midwest","ORR","West north central","Not applicable","55772","20260","(218)757-3102","Duluth, MN-WI","Minnesota","Metropolitan statistical area","48.109661","No","-93.095592","45268","2745268","Nett Lake CDP","Rural, remote","Census-designated place","27137","27006","2708","27003","2703A","State Senate District 6","2706A","State House District 6A","State house district","7.000","7.600","0.000","0.000","0.000","8.000","8.000","4.000","1.000","6.000","0.000","3.000","0.000","0.000","0.000","0.000","0.000","No","448689","954173.500","721380","65363.000","206626.000","233495.297","42817.000"
mixed - most recent,"270345000153","NEVELN ELEMENTARY","MN","AUSTIN PUBLIC SCHOOL DISTRICT","Primary","Regular school","No","Open","1","4","Yes","No","No","339","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","22","03450","2700153","-92.945122","43.666329","2703450","Not applicable","Point address","MN-010492","Minnesota","010492-010492040","27099","1918 E OAKLAND AVE","02400","AUSTIN","600","MN","2","55912","270990006002","1918 E OAKLAND AVE","Midwest","AUSTIN","West north central","462","55912","12380","(507)460-1600","Austin, MN","Minnesota","Micropolitan statistical area","43.666329","Yes","-92.945122","2908","2702908","Austin city","Town, distant","Minor civil division equivalent (incorporated)","27099","27027","2701","27027","2727B","State Senate District 27","2727B","State House District 27B","State house district","26.000","26.680","0.000","0.000","0.000","34.000","34.000","1.000","9.000","17.500","0.000","1.000","0.400","0.500","1.000","0.000","0.000","No","1091517","1493173.375","991600","27310.939","270623.562","103721.000","156210.000"
